observation_id,observed_at,available_at,retrieved_at,source_url,source_type,category,brand,model,variant,advertised_price,previous_advertised_price,coe_rebate_level,guaranteed_coe,guaranteed_coe_bid_count,guaranteed_coe_terms,finance_incentive_value,finance_incentive_terms,trade_in_incentive_value,trade_in_incentive_terms,cash_discount_value,other_incentive_value,promotion_deadline,promotion_name,roadshow_name,roadshow_start,roadshow_end,market_share_weight,currency,notes
sgcm-13-2026-05-25-p2-b,2026-05-25T00:00:00+08:00,2026-05-25T23:59:59+08:00,2026-08-24T12:11:00.822711+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2026-05-25.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,Honda,Price-list page summary,PDF page 2,257999.0,254999.0,,True,,mixed guaranteed and non-guaranteed packages,,- Low interest rates from 2.58% | Price and package is valid with appointed Finance and/or insurance companies.,,"- Special $3,000 trade-in booster*",6000.0,,2026-06-04,"NEW CAR PRICELIST AND PROMOTION with effect from 21 May to 4 June 2026, 12pm | HARI RAYA HAJI PROMOTIONS",,,,0.0759920991201292,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=28; price_range=206999.0-313999.0; finance_rate_pct=2.58; finance=- Low interest rates from 2.58% | Price and package is valid with appointed Finance and/or insurance companies.; trade_in=- Special $3,000 trade-in booster*; sha256=fc9b1ec4ff31d063665751a42f60f918f1b115fea5ab33f8ceb8726cd6147200; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-13-2026-06-05-p2-b,2026-06-05T00:00:00+08:00,2026-06-05T23:59:59+08:00,2026-08-24T12:11:17.202843+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2026-06-05.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,Honda,Price-list page summary,PDF page 2,255999.0,257999.0,,True,,mixed guaranteed and non-guaranteed packages,,- Low interest rates from 2.58% | Price and package is valid with appointed Finance and/or insurance companies.,,"- Special $3,000 trade-in booster*",6000.0,,2026-06-17,"NEW CAR PRICELIST AND PROMOTION with effect from 5 June to 17 June 2026, 12pm | HONDA ROADSHOW DEALS | - $3,000 roadshow discount for all models | - Roadshow Bonus Bundle worth up to $1,948#","NEW CAR PRICELIST AND PROMOTION with effect from 5 June to 17 June 2026, 12pm | HONDA ROADSHOW DEALS | - $3,000 roadshow discount for all models | - Roadshow Bonus Bundle worth up to $1,948#",2026-06-05,2026-06-17,0.0718503760343187,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=28; price_range=204999.0-311999.0; finance_rate_pct=2.58; finance=- Low interest rates from 2.58% | Price and package is valid with appointed Finance and/or insurance companies.; trade_in=- Special $3,000 trade-in booster*; sha256=1f91fbac27799d754021eb5d44f6d5ca0a8e051e5cb7b32eab0b323059a93e80; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-13-2026-07-01-p2-b,2026-07-01T00:00:00+08:00,2026-07-01T23:59:59+08:00,2026-08-24T12:12:23.042760+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2026-07-01.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,Honda,Price-list page summary,PDF page 2,253999.0,255999.0,,True,,mixed guaranteed and non-guaranteed packages,,- Low interest rates from 2.58% | Price and package is valid with appointed Finance and/or insurance companies.,,"- Special $3,000 trade-in booster#",6000.0,,2026-07-08,"NEW CAR PRICELIST AND PROMOTION with effect from 25 June to 8 July 2026, 12pm | HONDA PROMOTIONS | - Honda Promotion Bundle worth up to $1,948#",,,,0.0687013335720039,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=28; price_range=202999.0-309999.0; finance_rate_pct=2.58; finance=- Low interest rates from 2.58% | Price and package is valid with appointed Finance and/or insurance companies.; trade_in=- Special $3,000 trade-in booster#; sha256=bf1e6bd75dec14695cef8180a43bd88ef973661cb8c35314aa47809a06aa7cff; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-13-2026-07-10-p2-b,2026-07-10T00:00:00+08:00,2026-07-10T23:59:59+08:00,2026-08-24T12:12:49.966308+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2026-07-10.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,Honda,Price-list page summary,PDF page 2,258999.0,253999.0,,True,,mixed guaranteed and non-guaranteed packages,,- Low interest rates from 2.58% | Price and package is valid with appointed Finance and/or insurance companies.,,"- Special $3,000 trade-in booster*",6000.0,,2026-07-22,"NEW CAR PRICELIST AND PROMOTION with effect from 9 July to 22 July 2026, 12pm | HONDA ROADSHOW PROMOTIONS | - Additional $2,000 roadshow discount# | - Honda Roadshow Bundle worth up to $1,948*","NEW CAR PRICELIST AND PROMOTION with effect from 9 July to 22 July 2026, 12pm | HONDA ROADSHOW PROMOTIONS | - Additional $2,000 roadshow discount# | - Honda Roadshow Bundle worth up to $1,948*",2026-07-09,2026-07-22,0.0687013335720039,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=28; price_range=207999.0-314999.0; finance_rate_pct=2.58; finance=- Low interest rates from 2.58% | Price and package is valid with appointed Finance and/or insurance companies.; trade_in=- Special $3,000 trade-in booster*; sha256=4fc4358b59725e2a62e7cdb5ff59837545d29efd6b3afbd0fb675c6e18b931c1; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-13-2026-07-24-p2-b,2026-07-24T00:00:00+08:00,2026-07-24T23:59:59+08:00,2026-08-24T12:13:17.036599+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2026-07-24.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,Honda,Price-list page summary,PDF page 2,257899.0,258999.0,,False,,non-guaranteed,,Price and package is valid with appointed Finance and/or insurance companies.,,,,,2026-08-05,"NEW CAR PRICELIST AND PROMOTION with effect from 23 July to 5 August 2026, 12pm | • Enjoy STEP WGN 30th Anniversary Promotion of",,,,0.0687013335720039,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=28; price_range=206899.0-313999.0; finance_rate_pct=nan; finance=Price and package is valid with appointed Finance and/or insurance companies.; trade_in=nan; sha256=28a88362f07457a3c7f24357f6a893232efef9070c6f8f58d6cd986b09a6cc99; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2026-08-07-p2-b,2026-08-07T00:00:00+08:00,2026-08-07T23:59:59+08:00,2026-08-24T12:13:49.545037+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2026-08-07.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,Honda,Price-list page summary,PDF page 2,257899.0,257899.0,,False,,non-guaranteed,,Price and package is valid with appointed Finance and/or insurance companies.,,,,,2026-08-19,"NEW CAR PRICELIST AND PROMOTION with effect from 6 August to 19 August 2026, 12pm | • Enjoy STEP WGN 30th Anniversary Promotion of",,,,0.0644575740318906,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=28; price_range=206899.0-313999.0; finance_rate_pct=nan; finance=Price and package is valid with appointed Finance and/or insurance companies.; trade_in=nan; sha256=8882b07207f62b61d903235096e96c75de736e94a90b6e3ee169c75ff774ee9e; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2026-08-21-p2-b,2026-08-21T00:00:00+08:00,2026-08-21T23:59:59+08:00,2026-08-24T12:14:27.472824+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2026-08-21.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,Honda,Price-list page summary,PDF page 2,259899.0,257899.0,,False,,non-guaranteed,,Price and package is valid with appointed Finance and/or insurance companies.,,,,,2026-08-19,"NEW CAR PRICELIST AND PROMOTION with effect from 6 August to 19 August 2026, 12pm | • Enjoy STEP WGN 30th Anniversary Promotion of",,,,0.0644575740318906,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=28; price_range=208899.0-315999.0; finance_rate_pct=nan; finance=Price and package is valid with appointed Finance and/or insurance companies.; trade_in=nan; sha256=bb24ef19ef1f5b20791bb8309e705259edc32bc715a04db65eebf5b0736db20f; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-44-2024-01-05-p1-a,2024-01-05T00:00:00+08:00,2024-01-05T23:59:59+08:00,2026-08-24T11:35:08.749845+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-01-05.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,157888.0,,,True,,guaranteed,,"$1,800 Petrol Gift Card with Maybank, Hong Leong Finance, OCBC / | | Pricos ara atter In-house Finance (S500) & insurance (S500) rebate winch are abolicable only to successful abolcants min imin Year tenure",,Complimentary $500 Petrol Card with Trade-in,,,,PROMOTIONS | orneo Motors reserves the rights to change/remove the Promotions at any time without prior notice,,,,0.2398014888337469,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=6; price_range=147888.0-162988.0; finance_rate_pct=nan; finance=$1,800 Petrol Gift Card with Maybank, Hong Leong Finance, OCBC / | | Pricos ara atter In-house Finance (S500) & insurance (S500) rebate winch are abolicable only to successful abolcants min imin Year tenure; trade_in=Complimentary $500 Petrol Card with Trade-in; sha256=7d352487d5d7eac710de4cfe12b004fa62ea3bcb3de228f66dfb10c51c31e511; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-44-2024-01-18-p1-a,2024-01-18T00:00:00+08:00,2024-01-18T23:59:59+08:00,2026-08-24T11:36:08.740314+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-01-18.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,168888.0,157888.0,,True,,guaranteed,,"$1,800 Petrol Gift Card with Maybank, Hong Leong Finance, OCBC /| | Pricos are after In-house Finance ($500) & insurance (S500) rebate which are applicable only to successful applicants (min S30K & 1 Year tenure).",,,,,2024-02-07,PROMOTIONS | Borneo Motors reserves the rights to change/remove the Promotions at any time without prior notice.,,,,0.2398014888337469,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=6; price_range=158888.0-173988.0; finance_rate_pct=nan; finance=$1,800 Petrol Gift Card with Maybank, Hong Leong Finance, OCBC /| | Pricos are after In-house Finance ($500) & insurance (S500) rebate which are applicable only to successful applicants (min S30K & 1 Year tenure).; trade_in=nan; sha256=f124f56bae4c53b13733eb37bd371a9bb2f19533cf06060c10a55e2f389917b6; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-44-2024-02-08-p1-a,2024-02-08T00:00:00+08:00,2024-02-08T23:59:59+08:00,2026-08-24T11:37:02.961137+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-02-08.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,156888.0,168888.0,,True,,guaranteed,,"$1,800 Petrol Gift Card with Maybank, Hong Leong Finance, OCBC / | Prices are after In-house Finance (S500) & insurance (S500) rebate which are applicable only to successful applicants (min $30K & 1 Year tenure)",,,,,,PROMOTIONS,,,,0.2364849396605291,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=7; price_range=150888.0-169988.0; finance_rate_pct=nan; finance=$1,800 Petrol Gift Card with Maybank, Hong Leong Finance, OCBC / | Prices are after In-house Finance (S500) & insurance (S500) rebate which are applicable only to successful applicants (min $30K & 1 Year tenure); trade_in=nan; sha256=f73205bbfbddd158b77659471854907bdf64ecfab0ebb67bf168fbd2ffffb639; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-44-2024-02-22-p1-a,2024-02-22T00:00:00+08:00,2024-02-22T23:59:59+08:00,2026-08-24T11:37:19.079116+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-02-22.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,147888.0,156888.0,,True,,guaranteed,,"$1,800 Petrol Gift Card with Maybank, Hong Leong Finance, OCBC /",,,3000.0,,2024-03-06,PROMOTIONS | borneo Motors reserves the rights to change/remove the Promotions at any time without pror notice.,,,,0.2364849396605291,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=7; price_range=138888.0-167988.0; finance_rate_pct=nan; finance=$1,800 Petrol Gift Card with Maybank, Hong Leong Finance, OCBC /; trade_in=nan; sha256=dc595184caaf660b8c9c6b35094ed6d9b4c079c18113404f45f9de798c758b19; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-44-2024-03-07-p1-a,2024-03-07T00:00:00+08:00,2024-03-07T23:59:59+08:00,2026-08-24T11:38:02.479295+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-03-07.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,153888.0,147888.0,,True,,guaranteed,,"$1,800 Petrol Gift Card + $500 Insurance Subsidy with Hong Leong Finance | $1,800 Petrol Gift Card with Maybank, Hong Leong Finance, OCBC / | Prices are after In-house Finance ($500) & insurance (S500) rebate which are applicable only to successful applicants (min S30K & 1 Year tenure)",,,3000.0,,,PROMOTIONS | borneo motors reserves the rights to changeremove the Promotions at any time without pror notice,,,,0.2333171285042942,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=7; price_range=144888.0-174988.0; finance_rate_pct=nan; finance=$1,800 Petrol Gift Card + $500 Insurance Subsidy with Hong Leong Finance | $1,800 Petrol Gift Card with Maybank, Hong Leong Finance, OCBC / | Prices are after In-house Finance ($500) & insurance (S500) rebate which are applicable only to successful applicants (min S30K & 1 Year tenure); trade_in=nan; sha256=7c1314c747b3b9cd000fbf8661311d732c4bd265f1589a31055f6e38e183b370; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-44-2024-03-21-p1-a,2024-03-21T00:00:00+08:00,2024-03-21T23:59:59+08:00,2026-08-24T11:38:29.277681+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-03-21.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,156888.0,153888.0,,True,,guaranteed,,"$500 Petrol Gift Card + $700 Insurance Subsidy with Hong Leong Finance / Maybank | Pricos are after In-house Finance ($500) & insurance (S500) rebate which are applicable only to successful applicants (min S30K & 1 Year tenure),",,,2000.0,,2024-04-03,PROMOTIONS | Borneo Motors reserves the rights to change/remove the Promotions at any time without prior notice.,,,,0.2333171285042942,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=9; price_range=81000.0-178988.0; finance_rate_pct=nan; finance=$500 Petrol Gift Card + $700 Insurance Subsidy with Hong Leong Finance / Maybank | Pricos are after In-house Finance ($500) & insurance (S500) rebate which are applicable only to successful applicants (min S30K & 1 Year tenure),; trade_in=nan; sha256=a7fd7c8e022f203662bf79d634488eafc829c49e6555a5d1d09bea989bd13d29; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-44-2024-04-04-p1-a,2024-04-04T00:00:00+08:00,2024-04-04T23:59:59+08:00,2026-08-24T11:38:56.308156+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-04-04.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,163888.0,156888.0,,True,,guaranteed,,"$500 Petrol Gift Card + $1,200 Insurance Subsidy with Hong Leong Finance / Maybank | Prices are after In-house Finance (5500) & insurance (5500) rebate which are applicable only to successful applicants (min 530K a 1 Year tenure",,,,,,PROMOTIONS,,,,0.2263748667460964,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=8; price_range=151888.0-182888.0; finance_rate_pct=nan; finance=$500 Petrol Gift Card + $1,200 Insurance Subsidy with Hong Leong Finance / Maybank | Prices are after In-house Finance (5500) & insurance (5500) rebate which are applicable only to successful applicants (min 530K a 1 Year tenure; trade_in=nan; sha256=3323d6190e728bbb2c45952ec6f811c9086eeb07226b611a02bb01be8631b94e; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-44-2024-04-19-p1-a,2024-04-19T00:00:00+08:00,2024-04-19T23:59:59+08:00,2026-08-24T11:39:56.217004+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-04-19.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,168888.0,163888.0,,True,,guaranteed,,"$500 Insurance Subsidy with Hong Leong Finance / Maybank | Pricos aro alter In-house rinance souu, & Insurance Souu, rebate wich are apolicaole only to successtul apolcants min ssuk a Year tonure",,,,,2024-05-08,PROMOTIONS | Borneo Motors reserves the rights to change/remove the Promotions at any time without prior notice.,,,,0.2263748667460964,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=9; price_range=90000.0-187888.0; finance_rate_pct=nan; finance=$500 Insurance Subsidy with Hong Leong Finance / Maybank | Pricos aro alter In-house rinance souu, & Insurance Souu, rebate wich are apolicaole only to successtul apolcants min ssuk a Year tonure; trade_in=nan; sha256=1c2ac65e46e795e755e07b37bc060902e3bf829f32c82697e5608cd9032cd396; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-44-2024-05-24-p1-a,2024-05-24T00:00:00+08:00,2024-05-24T23:59:59+08:00,2026-08-24T11:41:16.532557+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-05-24.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,170888.0,168888.0,,True,,guaranteed,,Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank | Prices are after In-house Finance ($500) & insurance ($500) rebate which are applicable only to successful applicants (min S30K & 1 Year tenure).,,,,,2024-06-05,PROMOTIONS | Bomeo Molors reserves the riohts to chanderremove the Promotions at any time without prior nolicel,,,,0.2247519676728687,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=8; price_range=158888.0-186888.0; finance_rate_pct=nan; finance=Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank | Prices are after In-house Finance ($500) & insurance ($500) rebate which are applicable only to successful applicants (min S30K & 1 Year tenure).; trade_in=nan; sha256=93a2b390edfccfd86dc78d3ec289ea4d33f87a54557e60b298323fd1699aeb53; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-44-2024-07-04-p1-a,2024-07-04T00:00:00+08:00,2024-07-04T23:59:59+08:00,2026-08-24T11:43:03.529346+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-07-04.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,166388.0,170888.0,,True,,guaranteed,,Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC,,,,,,PROMOTIONS | Borneo Motors reserves the rights to change/remove the Promotions at any time without prior notice,,,,0.2121033251819996,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=10; price_range=83000.0-185888.0; finance_rate_pct=nan; finance=Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC; trade_in=nan; sha256=2df8f986fd685d4ed4036876ceaa969ecb210f27c3154171d5d612001ddb0a5f; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-44-2024-07-18-p1-a,2024-07-18T00:00:00+08:00,2024-07-18T23:59:59+08:00,2026-08-24T11:43:46.878106+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-07-18.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,167388.0,166388.0,,True,,guaranteed,,Prices are after In-house Finance ($500) & insurance ($500) rebate which are appicable only to successful applicants (min S30K & 1 Year tenure).,,,,,2024-08-07,PROMOTIONS | Borneo Motors reserves the riahts to changeremove the Promotions at any time without prior noticel,,,,0.2121033251819996,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=10; price_range=83000.0-186888.0; finance_rate_pct=nan; finance=Prices are after In-house Finance ($500) & insurance ($500) rebate which are appicable only to successful applicants (min S30K & 1 Year tenure).; trade_in=nan; sha256=5719f240b09632322dd0f52c6b123ae72f772633722f99ae684da77737187903; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-44-2024-08-08-p1-a,2024-08-08T00:00:00+08:00,2024-08-08T23:59:59+08:00,2026-08-24T11:44:29.883922+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-08-08.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,169388.0,167388.0,,True,,guaranteed,,Prices are after In-house Finance ($500) & insurance ($500) rebate which are appicable only to successful applicants (min S30K & 1 Year tenure).,,,5900.0,,,PROMOTIONS | Borneo Motors reserves the tiahts to changeremove the Promotions at any time without prior noticel,,,,0.2051896960551843,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=10; price_range=85000.0-188888.0; finance_rate_pct=nan; finance=Prices are after In-house Finance ($500) & insurance ($500) rebate which are appicable only to successful applicants (min S30K & 1 Year tenure).; trade_in=nan; sha256=264116e7ce6e7a8b7eb8730c15d014eb8e436a5c2c9dcbcfbf272ee7f9cb9588; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-44-2024-08-22-p1-a,2024-08-22T00:00:00+08:00,2024-08-22T23:59:59+08:00,2026-08-24T11:44:51.566511+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-08-22.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,169388.0,169388.0,,True,,guaranteed,,Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC,,,,,2024-09-04,PROMOTIONS | Borneo Motors reserves the rights to change/remove the Promotions at any time without prior notice,,,,0.2051896960551843,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=10; price_range=85000.0-188888.0; finance_rate_pct=nan; finance=Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC; trade_in=nan; sha256=c8eef97513138957ba1e33a734cff774032d332a541a0658900f41e39bb93bba; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-44-2024-09-05-p1-a,2024-09-05T00:00:00+08:00,2024-09-05T23:59:59+08:00,2026-08-24T11:45:34.767137+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-09-05.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,172388.0,169388.0,,True,,guaranteed,,Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC,,,,,,PROMOTIONS | Borneo Motors reserves the rights to change/remove the Promotions at any time without prior notice,,,,0.1972222222222222,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=10; price_range=88000.0-191888.0; finance_rate_pct=nan; finance=Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC; trade_in=nan; sha256=cd042798e4325d7e6fdf4773c94d599316d16d631bc480c8e55423c94b2252f3; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-44-2024-09-20-p1-a,2024-09-20T00:00:00+08:00,2024-09-20T23:59:59+08:00,2026-08-24T11:46:12.471319+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-09-20.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,178888.0,172388.0,,True,,guaranteed,,"Complimentary $800 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC | $1,000 Finance Rebate with In-house Finance Partners",,,,,2024-10-09,PROMOTIONS,,,,0.1972222222222222,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=8; price_range=100800.0-193888.0; finance_rate_pct=nan; finance=Complimentary $800 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC | $1,000 Finance Rebate with In-house Finance Partners; trade_in=nan; sha256=53514b2839db10ff977cebee1cd912103f5a20327296cd9544bbe6d53c844d21; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-44-2024-10-10-p1-a,2024-10-10T00:00:00+08:00,2024-10-10T23:59:59+08:00,2026-08-24T11:46:39.460431+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-10-10.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,181388.0,178888.0,,True,,guaranteed,,Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC | Prices are after In-house Finance ($500) & insurance ($500) rebate which are appicable only to successful applicants (min $30K & 1 Year tenure),,,,,,PROMOTIONS | Borneo Motors reserves the rights to change/remove the Promotions at any time without prior notice.,,,,0.1921757717353482,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=10; price_range=103799.0-198888.0; finance_rate_pct=nan; finance=Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC | Prices are after In-house Finance ($500) & insurance ($500) rebate which are appicable only to successful applicants (min $30K & 1 Year tenure); trade_in=nan; sha256=ee9514b170206235df9b1d52e46851bcf58e05d64a177fc76e3e6b43f325ef54; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-44-2024-10-24-p1-a,2024-10-24T00:00:00+08:00,2024-10-24T23:59:59+08:00,2026-08-24T11:47:17.077869+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-10-24.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,180388.0,181388.0,,True,,guaranteed,,Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC | Prices are after In-house Finance (5500) & insurance (5500) rebate which are applicable only to successtul applicants (min S30K & 1 Year tenure),,,,,2024-11-06,PROMOTIONS,,,,0.1921757717353482,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=10; price_range=94000.0-197888.0; finance_rate_pct=nan; finance=Complimentary $500 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC | Prices are after In-house Finance (5500) & insurance (5500) rebate which are applicable only to successtul applicants (min S30K & 1 Year tenure); trade_in=nan; sha256=f28785af11bf0806f029e1df4735b4e26d9572d6d72a51ee8572280cc3bd5c10; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-44-2024-11-07-p1-a,2024-11-07T00:00:00+08:00,2024-11-07T23:59:59+08:00,2026-08-24T11:48:00.496612+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/44/2024-11-07.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Toyota,Price-list page summary,PDF page 1,177388.0,180388.0,,True,,guaranteed,,Complimentary $800 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC | Prices are after In-house Finance ($500) & insurance ($500) rebate which are appicable only to successful applicants (min $30K & 1 Year tenure).,,,,,,PROMOTIONS,,,,0.1885974472619826,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=10; price_range=91000.0-194888.0; finance_rate_pct=nan; finance=Complimentary $800 Petrol Gift Card with Hong Leong Finance / Maybank / OCBC | Prices are after In-house Finance ($500) & insurance ($500) rebate which are appicable only to successful applicants (min $30K & 1 Year tenure).; trade_in=nan; sha256=ec92358e3d56b177905b10e154a781d2f5fe3a3e061ee02da92215ce90be2c92; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
